timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1732821792740,8,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-7,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821792742,6,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-2,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821792745,4,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-1,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821792670,129,REST,200,OK,FastAPI 1-4,text,true,,407,132849,10,10,http://149.165.174.52:8080/predict,,129,UTF-8,1,0,ckn-instance-2,0,0
1732821792697,130,REST,200,OK,FastAPI 1-6,text,true,,406,132889,10,10,http://149.165.174.52:8080/predict,,130,UTF-8,1,0,ckn-instance-2,0,0
1732821792582,260,REST,500,Internal Server Error,FastAPI 1-9,text,false,,174,132829,10,10,http://149.165.174.52:8080/predict,,260,utf-8,1,1,ckn-instance-2,0,0
1732821792647,197,REST,500,Internal Server Error,FastAPI 1-10,text,false,,174,132889,10,10,http://149.165.174.52:8080/predict,,197,utf-8,1,1,ckn-instance-2,0,0
1732821792842,10,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-9,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821792844,8,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-10,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821792799,85,REST,200,OK,FastAPI 1-4,text,true,,407,132869,10,10,http://149.165.174.52:8080/predict,,85,UTF-8,1,0,ckn-instance-2,0,0
1732821792724,186,REST,200,OK,FastAPI 1-3,text,true,,407,132889,10,10,http://149.165.174.52:8080/predict,,186,UTF-8,1,0,ckn-instance-2,0,1
1732821792827,108,REST,200,OK,FastAPI 1-6,text,true,,406,132869,10,10,http://149.165.174.52:8080/predict,,108,UTF-8,1,0,ckn-instance-2,0,0
1732821792716,243,REST,200,OK,FastAPI 1-5,text,true,,406,132859,10,10,http://149.165.174.52:8080/predict,,243,UTF-8,1,0,ckn-instance-2,0,1
1732821792749,231,REST,500,Internal Server Error,FastAPI 1-2,text,false,,174,132829,10,10,http://149.165.174.52:8080/predict,,231,utf-8,1,1,ckn-instance-2,0,0
1732821792749,233,REST,500,Internal Server Error,FastAPI 1-7,text,false,,174,132829,10,10,http://149.165.174.52:8080/predict,,233,utf-8,1,1,ckn-instance-2,0,0
1732821792738,245,REST,500,Internal Server Error,FastAPI 1-8,text,false,,174,132819,10,10,http://149.165.174.52:8080/predict,,245,utf-8,1,1,ckn-instance-2,0,1
1732821792749,236,REST,500,Internal Server Error,FastAPI 1-1,text,false,,174,132869,10,10,http://149.165.174.52:8080/predict,,236,utf-8,1,1,ckn-instance-2,0,1
1732821792980,5,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-2,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821792983,2,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-8,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821792982,3,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-7,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821792985,1,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset by peer,FastAPI 1-1,text,false,,3175,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821792885,131,REST,200,OK,FastAPI 1-4,text,true,,406,132799,10,10,http://149.165.174.52:8080/predict,,131,UTF-8,1,0,ckn-instance-2,0,0
1732821792960,81,REST,200,OK,FastAPI 1-5,text,true,,407,132869,10,10,http://149.165.174.52:8080/predict,,81,UTF-8,1,0,ckn-instance-2,0,0
1732821792935,142,REST,200,OK,FastAPI 1-6,text,true,,406,132859,10,10,http://149.165.174.52:8080/predict,,142,UTF-8,1,0,ckn-instance-2,0,0
1732821792910,193,REST,200,OK,FastAPI 1-3,text,true,,405,132809,10,10,http://149.165.174.52:8080/predict,,193,UTF-8,1,0,ckn-instance-2,0,0
1732821792852,276,REST,200,OK,FastAPI 1-9,text,true,,406,132849,10,10,http://149.165.174.52:8080/predict,,276,UTF-8,1,0,ckn-instance-2,0,1
1732821792852,302,REST,200,OK,FastAPI 1-10,text,true,,407,132899,10,10,http://149.165.174.52:8080/predict,,302,UTF-8,1,0,ckn-instance-2,0,1
1732821792986,221,REST,200,OK,FastAPI 1-8,text,true,,407,132799,10,10,http://149.165.174.52:8080/predict,,221,UTF-8,1,0,ckn-instance-2,0,0
1732821793016,218,REST,200,OK,FastAPI 1-4,text,true,,406,132879,10,10,http://149.165.174.52:8080/predict,,218,UTF-8,1,0,ckn-instance-2,0,0
1732821792986,277,REST,200,OK,FastAPI 1-7,text,true,,407,132819,10,10,http://149.165.174.52:8080/predict,,277,UTF-8,1,0,ckn-instance-2,0,1
1732821792985,304,REST,200,OK,FastAPI 1-2,text,true,,405,132899,10,10,http://149.165.174.52:8080/predict,,304,UTF-8,1,0,ckn-instance-2,0,1
1732821792986,328,REST,200,OK,FastAPI 1-1,text,true,,405,132899,10,10,http://149.165.174.52:8080/predict,,328,UTF-8,1,0,ckn-instance-2,0,1
1732821793041,282,REST,500,Internal Server Error,FastAPI 1-5,text,false,,174,132799,10,10,http://149.165.174.52:8080/predict,,282,utf-8,1,1,ckn-instance-2,0,0
1732821793323,14,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-5,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821793077,262,REST,500,Internal Server Error,FastAPI 1-6,text,false,,174,132869,10,10,http://149.165.174.52:8080/predict,,262,utf-8,1,1,ckn-instance-2,0,0
1732821793128,213,REST,500,Internal Server Error,FastAPI 1-9,text,false,,174,132859,10,10,http://149.165.174.52:8080/predict,,213,utf-8,1,1,ckn-instance-2,0,0
1732821793103,241,REST,500,Internal Server Error,FastAPI 1-3,text,false,,174,132799,10,10,http://149.165.174.52:8080/predict,,241,utf-8,1,1,ckn-instance-2,0,0
1732821793341,5,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-9,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821793339,7,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-6,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821793344,2,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-3,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821793154,218,REST,200,OK,FastAPI 1-10,text,true,,406,132859,10,10,http://149.165.174.52:8080/predict,,218,UTF-8,1,0,ckn-instance-2,0,0
1732821793207,175,REST,500,Internal Server Error,FastAPI 1-8,text,false,,174,132879,10,10,http://149.165.174.52:8080/predict,,175,utf-8,1,1,ckn-instance-2,0,0
1732821793263,121,REST,500,Internal Server Error,FastAPI 1-7,text,false,,174,132799,10,10,http://149.165.174.52:8080/predict,,121,utf-8,1,1,ckn-instance-2,0,0
1732821793315,72,REST,500,Internal Server Error,FastAPI 1-1,text,false,,174,132879,10,10,http://149.165.174.52:8080/predict,,71,utf-8,1,1,ckn-instance-2,0,0
1732821793234,154,REST,500,Internal Server Error,FastAPI 1-4,text,false,,174,132889,10,10,http://149.165.174.52:8080/predict,,154,utf-8,1,1,ckn-instance-2,0,0
1732821793289,101,REST,500,Internal Server Error,FastAPI 1-2,text,false,,174,132859,10,10,http://149.165.174.52:8080/predict,,101,utf-8,1,1,ckn-instance-2,0,0
1732821793382,11,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-8,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821793388,5,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-4,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821793387,6,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-1,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821793385,8,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-7,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821793390,3,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-2,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821793372,76,REST,200,OK,FastAPI 1-10,text,true,,406,132809,10,10,http://149.165.174.52:8080/predict,,76,UTF-8,1,0,ckn-instance-2,0,0
1732821793337,119,REST,500,Internal Server Error,FastAPI 1-5,text,false,,174,132869,10,10,http://149.165.174.52:8080/predict,,119,utf-8,1,1,ckn-instance-2,0,1
1732821793456,4,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-5,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821793346,140,REST,200,OK,FastAPI 1-9,text,true,,406,132879,10,10,http://149.165.174.52:8080/predict,,140,UTF-8,1,0,ckn-instance-2,0,1
1732821793347,163,REST,200,OK,FastAPI 1-3,text,true,,407,132839,10,10,http://149.165.174.52:8080/predict,,163,UTF-8,1,0,ckn-instance-2,0,1
1732821793346,190,REST,200,OK,FastAPI 1-6,text,true,,405,132819,10,10,http://149.165.174.52:8080/predict,,190,UTF-8,1,0,ckn-instance-2,0,1
1732821793393,158,REST,500,Internal Server Error,FastAPI 1-4,text,false,,174,132829,10,10,http://149.165.174.52:8080/predict,,158,utf-8,1,1,ckn-instance-2,0,1
1732821793551,2,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-4,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821793393,186,REST,200,OK,FastAPI 1-8,text,true,,405,132819,10,10,http://149.165.174.52:8080/predict,,186,UTF-8,1,0,ckn-instance-2,0,1
1732821793393,210,REST,200,OK,FastAPI 1-2,text,true,,405,132879,10,10,http://149.165.174.52:8080/predict,,210,UTF-8,1,0,ckn-instance-2,0,1
1732821793393,234,REST,200,OK,FastAPI 1-7,text,true,,407,132829,10,10,http://149.165.174.52:8080/predict,,234,UTF-8,1,0,ckn-instance-2,0,2
1732821793393,258,REST,200,OK,FastAPI 1-1,text,true,,406,132819,10,10,http://149.165.174.52:8080/predict,,258,UTF-8,1,0,ckn-instance-2,0,1
1732821793448,225,REST,200,OK,FastAPI 1-10,text,true,,407,132869,10,10,http://149.165.174.52:8080/predict,,225,UTF-8,1,0,ckn-instance-2,0,0
1732821793510,186,REST,500,Internal Server Error,FastAPI 1-3,text,false,,174,132809,10,10,http://149.165.174.52:8080/predict,,186,utf-8,1,1,ckn-instance-2,0,0
1732821793696,1,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset by peer,FastAPI 1-3,text,false,,3075,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821793486,212,REST,500,Internal Server Error,FastAPI 1-9,text,false,,174,132839,10,10,http://149.165.174.52:8080/predict,,212,utf-8,1,1,ckn-instance-2,0,0
1732821793536,164,REST,500,Internal Server Error,FastAPI 1-6,text,false,,174,132899,10,10,http://149.165.174.52:8080/predict,,164,utf-8,1,1,ckn-instance-2,0,0
1732821793699,3,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-9,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821793701,1,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-6,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821793460,248,REST,500,Internal Server Error,FastAPI 1-5,text,false,,174,132839,10,10,http://149.165.174.52:8080/predict,,248,utf-8,1,1,ckn-instance-2,0,1
1732821793708,1,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-5,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821793579,131,REST,500,Internal Server Error,FastAPI 1-8,text,false,,174,132839,10,10,http://149.165.174.52:8080/predict,,131,utf-8,1,1,ckn-instance-2,0,0
1732821793603,109,REST,500,Internal Server Error,FastAPI 1-2,text,false,,174,132899,10,10,http://149.165.174.52:8080/predict,,109,utf-8,1,1,ckn-instance-2,0,0
1732821793710,6,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-8,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
1732821793712,4,REST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,FastAPI 1-2,text,false,,2601,0,10,10,http://149.165.174.52:8080/predict,,0,UTF-8,1,1,ckn-instance-2,0,0
